122,128,157
6,33,101
74,231,284
237,407,411
18,30,41
64,158,297
140,188,259
42,52,118
2,213,256
160,215,256
50,64,106
27,47,82
320,351,364
148,225,272
178,356,358
28,229,271
39,203,224
81,176,350
161,268,291
177,270,307
1,162,261
218,328,390
59,227,238
236,333,336
20,41,53
6,278,385
26,191,301
77,120,210
49,158,290
184,324,363
105,187,192
159,286,291
130,188,261
97,221,243
27,392,396
195,332,399
130,267,344
398,400,412
67,181,254
19,91,110
258,325,422
9,44,109
218,326,401
268,276,393
131,200,304
18,80,102
238,284,326
90,116,202
68,120,282
61,96,114
3,221,353
45,273,337
7,173,403
75,240,367
86,273,306
15,37,290
56,279,327
26,260,292
395,411,413
83,325,337
217,228,261
12,294,304
63,238,291
166,179,375
3,101,406
124,193,286
359,422,423
127,129,318
347,410,412
245,261,292
108,216,402
85,105,126
227,235,238
30,34,191
182,192,282
90,203,314
42,100,417
30,338,361
79,163,366
117,339,342
94,174,366
34,60,234
20,297,345
119,300,314
173,209,356
2,72,84
28,47,156
159,185,294
5,21,289
151,221,323
53,59,183
76,106,249
260,265,279
158,269,312
5,48,191
170,183,256
315,336,344
230,245,364
356,369,376
189,271,397
167,257,274
166,337,338
311,342,363
24,45,204
259,310,376
300,418,419
52,269,373
209,282,360
151,271,381
375,402,417
180,231,260
184,293,343
88,129,281
1,52,220
45,234,283
35,49,176
139,254,334
38,80,232
363,418,419
79,142,357
316,371,384
27,139,304
14,83,89
162,280,374
52,81,107
42,77,127
196,260,324
137,263,272
160,161,264
109,351,361
10,144,391
94,115,202
117,281,367
39,41,46
235,416,420
255,308,320
4,371,377
80,98,165
217,396,418
154,166,411
81,99,126
6,111,199
4,324,339
60,121,420
109,168,250
50,142,165
49,208,323
179,242,251
382,403,405
97,152,387
54,187,212
53,334,383
27,236,338
31,77,316
298,307,355
9,87,176
110,231,370
109,136,338
214,260,354
28,54,124
39,78,334
96,164,271
26,55,100
253,370,422
12,26,128
78,370,398
231,235,281
8,281,347
147,152,178
258,329,395
162,169,195
26,148,381
174,207,312
124,305,331
7,17,53
214,227,282
117,227,354
25,85,326
25,50,397
111,162,289
349,388,391
24,129,372
89,280,414
217,304,309
4,103,209
63,287,340
69,101,172
144,156,356
392,394,404
181,265,309
131,244,266
42,237,259
38,133,204
305,368,384
11,16,354
167,315,367
404,420,424
10,69,186
59,213,305
44,314,371
229,406,407
69,168,318
226,275,343
99,184,232
136,150,161
334,343,400
76,171,212
84,126,214
17,317,320
203,286,338
120,274,345
10,230,339
245,346,411
213,306,406
176,282,343
423,425,426
177,347,380
174,233,234
252,288,304
308,323,394
166,281,392
115,177,178
23,360,390
8,199,370
32,132,203
302,375,414
342,383,415
13,73,149
134,193,257
160,406,411
33,60,277
313,333,352
79,136,151
126,360,418
56,123,290
226,293,300
288,362,400
167,263,318
249,293,420
34,152,313
25,128,155
98,324,352
23,238,267
11,102,148
151,187,204
44,319,335
77,183,289
6,101,205
122,140,229
379,414,420
152,214,269
125,228,283
79,120,125
85,86,305
140,270,272
95,136,189
351,386,389
10,57,269
213,286,397
277,332,409
236,274,275
248,363,369
96,384,399
170,212,369
139,184,208
206,295,339
25,352,366
142,185,276
73,138,314
2,30,38
46,182,286
44,116,353
97,267,345
22,162,250
101,215,230
68,167,346
87,396,402
39,74,111
93,132,310
209,370,388
113,133,189
22,163,217
112,234,239
131,271,398
289,365,415
36,179,255
27,401,409
358,408,417
349,365,372
87,135,323
12,189,202
82,384,400
19,101,166
219,314,317
82,211,257
37,262,301
54,66,219
310,328,386
90,244,344
24,135,153
280,329,400
308,327,336
36,95,250
266,321,376
1,295,332
24,96,302
213,257,293
78,413,414
65,120,255
62,346,379
8,317,318
19,155,219
135,156,223
39,285,345
76,173,353
2,139,224
36,191,345
102,104,324
372,380,389
137,297,335
89,119,126
183,214,264
29,225,248
344,364,409
38,46,362
252,291,312
249,277,343
153,319,341
43,98,134
18,123,303
145,230,287
45,233,295
283,331,366
110,292,295
17,61,72
138,145,251
162,198,222
59,151,259
75,131,218
17,113,303
204,246,249
10,127,233
91,163,259
124,164,174
58,105,200
8,14,41
77,82,284
9,117,150
158,227,262
111,247,255
165,189,385
31,37,333
94,165,331
66,89,314
132,190,288
94,134,169
209,277,329
40,271,364
150,240,251
58,226,414
181,218,237
91,350,366
16,107,272
166,182,252
304,327,339
157,368,413
33,47,128
131,375,382
65,67,229
90,122,145
267,276,373
174,175,211
213,287,337
84,144,323
53,169,172
83,322,342
401,411,412
56,261,356
91,93,193
198,303,348
334,387,399
2,206,424
33,46,96
5,71,188
47,214,359
24,75,306
17,57,139
360,382,423
178,296,349
305,355,398
367,387,421
151,279,285
95,141,146
257,408,409
60,348,361
61,200,205
46,51,124
78,182,369
141,143,241
98,326,328
141,239,323
129,141,173
23,404,405
51,355,380
190,404,408
241,322,399
159,322,381
32,59,172
15,168,273
48,197,236
328,335,404
122,302,323
25,51,87
329,336,349
305,422,425
82,342,355
107,159,177
107,186,239
57,60,116
106,134,140
49,98,108
4,19,67
246,265,338
12,24,258
6,13,170
181,221,292
76,401,407
115,132,231
141,192,350
73,125,153
18,124,270
45,369,405
132,198,208
250,293,354
186,230,244
54,266,321
13,16,29
29,273,319
50,90,102
24,203,213
80,198,268
58,137,297
114,131,197
65,86,315
233,237,294
138,172,350
7,161,215
149,279,282
49,180,332
22,52,71
248,382,389
92,97,123
286,379,393
70,94,373
62,68,216
26,57,348
116,232,290
21,37,143
83,295,368
14,65,288
190,216,287
9,170,187
129,157,258
43,63,135
247,264,308
69,139,146
68,121,148
220,275,298
242,290,384
108,116,224
135,153,178
32,63,105
15,206,267
200,346,387
136,201,241
67,235,272
72,104,113
79,80,386
27,36,303
307,321,403
205,219,335
21,160,294
53,87,168
93,190,329
31,127,276
163,299,327
211,273,316
91,358,407
98,254,344
64,73,391
30,87,156
180,379,410
41,109,202
111,121,336
9,232,367
68,100,105
201,311,318
22,93,172
13,121,210
154,181,251
104,117,179
155,350,390
187,188,221
153,158,188
12,187,397
70,350,358
43,100,106
72,128,188
89,163,204
157,317,327
315,409,423
62,68,97
327,351,352
301,353,408
172,224,229
33,171,318
11,175,210
18,357,388
242,247,319
261,294,332
122,241,243
23,291,313
8,205,341
58,254,330
103,337,397
79,100,107
310,391,414
72,120,349
187,248,353
28,174,185
92,155,197
246,288,340
159,243,379
95,219,241
32,306,339
135,208,224
49,58,157
164,381,385
181,262,333
18,86,230
143,306,345
331,400,405
6,144,164
21,75,104
170,194,238
77,393,425
5,200,395
278,313,340
96,156,235
138,147,158
199,298,360
161,202,262
23,312,403
275,306,346
226,249,351
103,324,326
218,253,296
17,199,312
22,41,92
42,143,176
80,184,207
312,388,416
273,376,383
48,367,390
16,137,198
171,408,422
56,196,310
142,216,347
78,232,264
55,290,345
61,165,374
35,51,98
35,43,286
129,220,253
241,330,393
73,340,347
9,194,284
31,66,197
209,224,228
51,253,262
34,133,290
40,223,239
326,392,410
413,419,424
64,75,298
381,410,411
64,126,261
183,207,247
238,239,252
62,260,410
351,362,405
149,353,377
167,288,300
31,36,283
250,412,415
29,156,201
59,365,375
33,209,346
198,331,380
87,287,300
303,365,383
63,95,217
127,137,186
103,264,318
263,293,372
142,182,215
259,362,372
58,192,312
119,340,390
203,245,246
14,387,406
299,300,320
179,258,285
102,281,315
20,99,249
77,404,416
118,137,177
373,384,394
3,13,93
75,354,389
142,173,204
129,143,371
1,10,92
301,335,341
134,222,322
114,117,348
212,236,243
197,335,344
161,231,279
78,143,292
25,113,270
70,111,186
29,48,85
294,322,426
144,158,223
57,278,402
44,377,383
108,388,394
132,257,349
254,412,418
408,424,425
210,372,419
28,63,67
128,147,180
91,196,202
228,389,398
386,399,401
22,49,240
227,398,413
7,14,192
119,160,222
31,41,333
31,112,322
2,54,208
32,141,254
57,144,154
124,144,386
226,385,426
101,207,293
321,363,417
84,284,357
90,179,376
189,409,426
194,235,299
11,53,70
174,191,271
81,103,190
358,371,405
166,234,387
241,255,392
109,248,280
233,270,302
163,330,409
38,206,311
120,200,301
97,106,145
123,185,191
130,199,217
75,280,347
15,244,339
140,348,368
126,401,419
236,301,330
5,401,415
3,331,343
72,412,418
330,358,396
132,133,169
152,316,399
359,379,380
138,201,272
171,180,287
104,304,357
94,251,298
16,294,325
73,374,379
201,328,355
163,168,320
1,173,198
162,316,377
55,222,394
329,335,357
74,237,268
42,222,341
40,371,385
255,313,397
194,376,390
59,306,352
37,142,212
84,224,388
150,245,278
141,226,281
40,52,110
143,185,311
10,74,278
145,364,419
165,208,303
1,16,253
149,195,301
159,375,403
67,106,133
20,32,361
268,295,421
169,354,378
270,309,336
210,223,383
57,202,324
66,140,364
22,138,280
47,89,118
105,258,283
66,252,269
1,287,399
272,352,421
127,337,355
112,253,307
177,225,302
21,257,263
183,412,418
69,147,211
48,116,211
34,71,276
69,154,194
5,83,215
12,308,388
265,321,423
355,378,421
135,240,313
147,298,389
14,247,374
118,393,404
84,263,325
178,380,394
15,176,201
88,119,229
363,375,391
114,118,255
99,190,291
67,362,406
153,236,285
21,125,266
6,249,377
66,250,288
81,114,118
68,74,252
37,76,145
170,309,330
39,289,382
378,402,403
102,180,192
196,239,374
81,136,211
316,349,354
206,296,391
29,110,122
19,242,360
70,248,403
15,107,243
104,254,359
64,80,346
112,169,182
220,245,246
60,167,220
29,104,256
51,90,175
415,416,421
230,425,426
188,219,319
395,423,424
178,239,266
152,195,313
44,415,420
7,245,327
118,225,292
210,298,368
66,223,240
13,289,302
30,113,154
88,112,363
84,246,356
38,88,225
8,179,328
4,195,407
50,218,233
65,115,242
34,102,267
65,123,215
170,194,269
48,115,274
243,344,368
334,416,424
251,308,341
3,180,297
42,46,374
71,167,171
382,416,419
36,71,251
204,228,277
95,136,279
62,85,151
63,186,235
175,207,227
123,311,359
232,276,331
299,361,366
274,283,311
2,61,350
149,370,386
168,357,400
171,199,260
247,297,316
25,81,266
32,265,309
71,88,408
35,172,358
216,234,365
39,62,393
373,380,382
18,165,265
214,274,292
92,148,385
277,336,423
392,405,407
11,305,377
112,243,421
23,154,366
47,48,192
17,160,300
307,396,410
164,196,222
148,325,343
356,361,381
20,117,237
23,220,365
99,155,195
99,160,212
115,280,299
8,36,110
28,161,182
207,215,259
194,208,240
125,205,311
79,146,148
155,383,392
14,223,226
27,123,250
130,361,397
128,274,310
82,131,417
262,283,309
70,219,278
291,317,342
5,55,88
4,16,78
134,384,390
223,303,352
122,150,279
19,234,240
317,326,391
164,218,319
74,125,212
184,185,276
190,246,268
34,256,364
332,368,402
263,277,381
193,296,351
146,147,321
222,347,362
138,155,264
273,385,395
72,175,206
7,146,175
28,86,258
82,184,420
125,146,221
210,310,413
11,60,121
396,422,425
113,153,211
93,216,275
296,378,394
61,88,278
256,320,341
100,113,127
56,105,110
217,338,378
40,201,205
26,76,157
20,159,193
35,40,205
45,244,325
97,147,263
265,296,320
328,387,410
200,225,371
19,121,253
121,137,207
64,340,342
43,330,353
83,114,270
86,242,307
119,221,267
140,199,395
11,109,156
114,415,417
9,52,150
43,85,247
100,130,176
157,164,237
314,341,357
20,38,216
58,264,359
47,233,262
275,282,386
228,275,406
85,106,134
50,285,289
193,421,426
94,181,193
116,146,317
108,169,284
55,61,95
373,396,416
69,92,149
183,302,315
30,92,168
225,256,332
189,284,325
89,195,197
3,307,340
15,74,103
54,83,175
171,197,417
91,395,422
46,71,149
115,196,372
130,154,173
70,73,296
50,248,308
111,297,373
139,203,309
206,360,369
35,186,359
21,40,145
93,150,334
55,285,321
3,348,365
43,44,242
103,133,152
62,177,393
12,119,232
337,369,378
76,370,374
252,319,348
4,7,33
268,295,377
86,133,185
424,425,426
37,99,196
35,96,191
45,56,322
220,269,285
55,65,130
108,266,362
13,244,333
54,112,329
108,231,299
299,389,407
333,398,414
107,376,402
51,315,378
229,367,413
56,228,244
